Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
K1175,Google - Global,4.3E+16,france cheap ticket,Broad,Air France Global Campaign,France,france,Position 1- 3,Unassigned,Unavailable,7.50,60.00,122.86,2.05,1094.00,0.05,2.48,0.02,122.86,680.00,122.86,1.00
K1175,Google - Global,4.3E+16,paris airline,Broad,Air France Global Campaign,Paris,uncategorized,Position 1- 3,Unassigned,Unavailable,2.50,214.00,309.85,1.45,7483.00,0.03,1.82,0.00,309.85,1706.80,309.85,1.00
K435,Google - US,4.3E+16,barcelona flight,Broad,Western Europe Destinations,Barcelona,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,0.00,79.00,161.80,2.05,2217.00,0.04,3.98,0.01,161.80,889.10,161.80,1.00
K1122,Overture - US,4.3E+16,greece travel,Advanced,Unassigned,Unassigned,greece,Position 1-4 Bid Strategy,Unassigned,Paused,1.28,1140.00,1752.40,1.54,348718.00,0.00,1.62,0.00,350.48,9574.40,1752.40,5.00
K1175,Google - Global,4.3E+16,flights to paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unassigned,Unavailable,5.00,1538.00,3121.06,2.03,9687.00,0.16,1.61,0.01,164.27,16943.90,3121.06,19.00
K1175,Google - Global,4.3E+16,air france airline,Broad,Air France Global Campaign,Air France,airfrance,Position 1- 3,Unassigned,Unavailable,1.25,110.00,51.39,0.47,1703.00,0.06,1.42,0.01,51.39,277.95,51.39,1.00
K1175,Google - Global,4.3E+16,paris airline,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unassigned,Unavailable,5.00,189.00,447.02,2.37,2242.00,0.08,1.49,0.02,111.76,2392.75,447.02,4.00
K435,Google - US,4.3E+16,paris flight,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,5.00,97.00,214.07,2.21,972.00,0.10,1.18,0.02,107.04,1141.55,214.07,2.00
K1122,Overture - US,4.3E+16,cheap airline ticket to europe,Advanced,Unassigned,Unassigned,europe,Position 1-4 Bid Strategy,Unassigned,Paused,0.81,209.00,178.42,0.85,3864.00,0.05,2.10,0.00,178.42,937.55,178.42,1.00
K435,Google - US,4.3E+16,italy airline,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,0.00,246.00,367.81,1.50,8589.00,0.03,3.94,0.01,183.91,1922.70,367.81,2.00
K435,Google - US,4.3E+16,france airfares,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Unavailable,10.00,196.00,559.10,2.85,1919.00,0.10,1.22,0.02,186.37,2912.10,559.10,3.00
K435,Google - US,4.3E+16,flight to paris,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,10.00,1638.00,4758.31,2.90,13911.00,0.12,1.18,0.01,475.83,24002.30,4758.31,10.00
K435,Google - US,4.3E+16,italy airfares,Broad,Western Europe Destinations,Italy,uncategorized,Postiion 1-4 Bid Strategy,Unassigned,Unavailable,11.25,282.00,668.99,2.37,3048.00,0.09,2.69,0.01,334.49,3294.60,668.99,2.00
K2615,Yahoo - US,4.3E+16,french airline,Advanced,Air France Branded,Air France Brand,uncategorized,,Unassigned,Live,6.25,96.00,85.47,0.89,1532.00,0.06,1.27,0.02,42.74,418.20,85.47,2.00
K435,Google - US,4.3E+16,paris airfares,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,10.00,209.00,440.54,2.11,1705.00,0.12,1.42,0.01,146.85,2085.05,440.54,3.00
K1175,Google - Global,4.3E+16,paris cheap ticket,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unassigned,Unavailable,5.00,73.00,176.95,2.42,613.00,0.12,2.07,0.03,88.47,833.85,176.95,2.00
