Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
K435,Google - US,4.3E+16,france airfares,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,5.00,15.66,3.13,19.00,0.26,1.58,0.00,0.00,0.00,15.66,0.00
K435,Google - US,4.3E+16,athens flight,Broad,Geo Targeted Houston,Houston to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,4.00,15.75,3.94,62.00,0.06,1.74,0.00,0.00,0.00,15.75,0.00
K435,Google - US,4.3E+16,france cheap tickets,Broad,Geo Targeted Miami,Miami to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,5.00,15.79,3.16,24.00,0.21,2.30,0.00,0.00,0.00,15.79,0.00
K435,Google - US,4.3E+16,france flights,Broad,Geo Targeted Philadelphia,Philadelphia to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,5.00,15.79,3.16,94.00,0.05,1.59,0.00,0.00,0.00,15.79,0.00
K435,Google - US,4.3E+16,paris cheap airfares,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,5.00,15.80,3.16,14.00,0.36,1.29,0.00,0.00,0.00,15.80,0.00
K435,Google - US,4.3E+16,cheap international airline tickets,Broad,Geo Targeted DC,Cheap International DC,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,5.00,15.86,3.17,670.00,0.01,3.84,0.00,0.00,0.00,15.86,0.00
K435,Google - US,4.3E+16,barcelona flight,Broad,Geo Targeted San Francisco,San Francisco to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,6.00,15.98,2.66,50.00,0.12,1.74,0.00,0.00,0.00,15.98,0.00
K435,Google - US,4.3E+16,europe airlines,Broad,Geo Targeted Philadelphia,Europe Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,4.00,16.01,4.00,19.00,0.21,2.58,0.00,0.00,0.00,16.01,0.00
K435,Google - US,4.3E+16,greece cheap flight,Broad,Google_Yearlong 2006,Google|Greece,greece,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,16.02,2.29,211.00,0.03,3.39,0.00,0.00,0.00,16.02,0.00
K435,Google - US,4.3E+16,athens flights,Broad,Geo Targeted San Francisco,San Francisco to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,6.00,16.17,2.70,22.00,0.27,1.00,0.00,0.00,0.00,16.17,0.00
K435,Google - US,4.3E+16,italy airline,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,6.00,16.19,2.70,188.00,0.03,1.18,0.00,0.00,0.00,16.19,0.00
K435,Google - US,4.3E+16,rome airfares,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,14.00,16.24,1.16,308.00,0.05,1.62,0.00,0.00,0.00,16.24,0.00
K435,Google - US,4.3E+16,paris cheap airfare,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,16.32,2.33,71.00,0.10,1.21,0.00,0.00,0.00,16.32,0.00
K435,Google - US,4.3E+16,france airlines,Broad,Geo Targeted Chicago,Chicago to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,10.00,16.34,1.63,455.00,0.02,1.57,0.00,0.00,0.00,16.34,0.00
K435,Google - US,4.3E+16,flights to switzerland,Broad,Google_Yearlong 2006,Google|Switzerland,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,6.00,16.35,2.73,239.00,0.03,2.02,0.00,0.00,0.00,16.35,0.00
K435,Google - US,4.3E+16,paris cheap ticket,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,5.00,16.54,3.31,33.00,0.15,1.91,0.00,0.00,0.00,16.54,0.00
K435,Google - US,4.3E+16,rome cheap flight,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,5.00,16.54,3.31,17.00,0.29,1.76,0.00,0.00,0.00,16.54,0.00
K435,Google - US,4.3E+16,fly to geneva,Broad,Google_Yearlong 2006,Google|Geneva,fly,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,5.00,16.55,3.31,36.00,0.14,1.44,0.00,0.00,0.00,16.55,0.00
K435,Google - US,4.3E+16,italy flight,Broad,Geo Targeted DC,DC to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,6.00,16.59,2.76,105.00,0.06,2.34,0.00,0.00,0.00,16.59,0.00
K435,Google - US,4.3E+16,fly to barcelona,Broad,Western Europe Destinations,Barcelona,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,20.00,16.60,0.83,554.00,0.04,5.30,0.00,0.00,0.00,16.60,0.00
K435,Google - US,4.3E+16,cheap international airline tickets,Broad,Geo Targeted Boston,Cheap International Boston,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,5.00,16.63,3.33,449.00,0.01,4.74,0.00,0.00,0.00,16.63,0.00
K435,Google - US,4.3E+16,venice airfare,Broad,Google_Yearlong 2006,Google|Venice,venice,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,16.69,2.09,322.00,0.02,1.33,0.00,0.00,0.00,16.69,0.00
K435,Google - US,4.3E+16,paris fares,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3.00,16.70,5.57,129.00,0.02,1.25,0.00,0.00,0.00,16.70,0.00
K435,Google - US,4.3E+16,cheap international airfares,Broad,Geo Targeted Boston,Cheap International Boston,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,5.00,16.86,3.37,64.00,0.08,3.38,0.00,0.00,0.00,16.86,0.00
K435,Google - US,4.3E+16,paris air ticket,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,5.00,16.88,3.38,21.00,0.24,1.62,0.00,0.00,0.00,16.88,0.00
K435,Google - US,4.3E+16,rome flights,Broad,Geo Targeted Philadelphia,Philadelphia to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,5.00,16.93,3.39,42.00,0.12,1.07,0.00,0.00,0.00,16.93,0.00
K435,Google - US,4.3E+16,flight to madrid,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,19.00,17.05,0.90,436.00,0.04,5.14,0.00,0.00,0.00,17.05,0.00
K435,Google - US,4.3E+16,rome airfares,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3.00,17.06,5.69,9.00,0.33,1.00,0.00,0.00,0.00,17.06,0.00
K435,Google - US,4.3E+16,rome cheap tickets,Broad,Geo Targeted Boston,Boston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,6.00,17.06,2.84,25.00,0.24,1.67,0.00,0.00,0.00,17.06,0.00
K435,Google - US,4.3E+16,italy airfare,Broad,Geo Targeted DC,DC to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,6.00,17.12,2.85,16.00,0.38,1.44,0.00,0.00,0.00,17.12,0.00
K435,Google - US,4.3E+16,athens tickets,Broad,Western Europe Destinations,Athens,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,12.00,17.15,1.43,600.00,0.02,2.53,0.00,0.00,0.00,17.15,0.00
K435,Google - US,4.3E+16,rome airfares,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,19.00,17.16,0.90,279.00,0.07,4.39,0.00,0.00,0.00,17.16,0.00
K435,Google - US,4.3E+16,athens airfares,Broad,Western Europe Destinations,Athens,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,17.21,1.56,303.00,0.04,5.40,0.00,0.00,0.00,17.21,0.00
K435,Google - US,4.3E+16,france flights,Broad,Geo Targeted Detroit,Detroit to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,5.00,17.28,3.46,535.00,0.01,1.16,0.00,0.00,0.00,17.28,0.00
K435,Google - US,4.3E+16,rome flight,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,6.00,17.31,2.89,130.00,0.05,1.57,0.00,0.00,0.00,17.31,0.00
K435,Google - US,4.3E+16,fly to turkey,Broad,Western Europe Destinations,Turkey,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,11.00,17.34,1.58,141.00,0.08,1.51,0.00,0.00,0.00,17.34,0.00
K435,Google - US,4.3E+16,europe plane ticket,Broad,Google_Yearlong 2006,Google|Europe,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,17.35,2.48,48.00,0.15,1.61,0.00,0.00,0.00,17.35,0.00
K435,Google - US,4.3E+16,france airfare,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,5.00,17.35,3.47,61.00,0.08,1.37,0.00,0.00,0.00,17.35,0.00
K435,Google - US,4.3E+16,milan travel,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,9.00,17.40,1.93,829.00,0.01,2.19,0.00,0.00,0.00,17.40,0.00
K435,Google - US,4.3E+16,europe flights,Broad,Geo Targeted DC,Europe DC,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,6.00,17.44,2.91,319.00,0.02,2.12,0.00,0.00,0.00,17.44,0.00
K435,Google - US,4.3E+16,greece cheap flight,Broad,Western Europe Destinations,Greece,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,10.00,17.50,1.75,389.00,0.03,4.55,0.00,0.00,0.00,17.50,0.00
K435,Google - US,4.3E+16,paris cheap airfares,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,7.00,17.51,2.50,26.00,0.27,1.15,0.00,0.00,0.00,17.51,0.00
K435,Google - US,4.3E+16,rome cheap airfare,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,4.00,17.51,4.38,12.00,0.33,1.00,0.00,0.00,0.00,17.51,0.00
K435,Google - US,4.3E+16,fly to florence,Broad,Google_Yearlong 2006,Google|Florence,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,12.00,17.52,1.46,91.00,0.13,1.78,0.00,0.00,0.00,17.52,0.00
K435,Google - US,4.3E+16,italy flights,Broad,Geo Targeted Detroit,Detroit to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,6.00,17.52,2.92,130.00,0.05,1.27,0.00,0.00,0.00,17.52,0.00
K435,Google - US,4.3E+16,paris cheap tickets,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,9.00,17.62,1.96,126.00,0.07,2.20,0.00,0.00,0.00,17.62,0.00
K435,Google - US,4.3E+16,fly to madrid,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,20.00,17.68,0.88,581.00,0.03,5.23,0.00,0.00,0.00,17.68,0.00
K435,Google - US,4.3E+16,turkey airfare,Broad,Google_Yearlong 2006,Google|Turkey,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,13.00,17.74,1.36,224.00,0.06,2.15,0.00,0.00,0.00,17.74,0.00
K435,Google - US,4.3E+16,italy cheap flight,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,12.00,17.89,1.49,214.00,0.06,3.71,0.00,0.00,0.00,17.89,0.00
K435,Google - US,4.3E+16,france airlines,Broad,Geo Targeted Miami,Miami to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,9.00,17.89,1.99,331.00,0.03,1.60,0.00,0.00,0.00,17.89,0.00
K435,Google - US,4.3E+16,madrid airport,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,15.00,17.99,1.20,7185.00,0.00,2.73,0.00,0.00,0.00,17.99,0.00
K435,Google - US,4.3E+16,italy airfare,Broad,Geo Targeted San Francisco,San Francisco to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,8.00,18.00,2.25,80.00,0.10,2.05,0.00,0.00,0.00,18.00,0.00
K435,Google - US,4.3E+16,france airport,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,10.00,18.28,1.83,258.00,0.04,1.10,0.00,0.00,0.00,18.28,0.00
K435,Google - US,4.3E+16,london cheap flight,Broad,Google_Yearlong 2006,Google|London,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,9.00,18.51,2.06,118.00,0.08,3.50,0.00,0.00,0.00,18.51,0.00
K435,Google - US,4.3E+16,paris cheap flights,Broad,Geo Targeted DC,DC to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,10.00,18.64,1.86,43.00,0.23,1.42,0.00,0.00,0.00,18.64,0.00
K435,Google - US,4.3E+16,rome cheap flights,Broad,Geo Targeted DC,DC to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,18.64,2.66,24.00,0.29,1.04,0.00,0.00,0.00,18.64,0.00
K435,Google - US,4.3E+16,europe cheap ticket,Broad,Google_Yearlong 2006,Google|Europe,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,17.00,18.65,1.10,235.00,0.07,2.13,0.00,0.00,0.00,18.65,0.00
K435,Google - US,4.3E+16,rome airline,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,4.00,18.65,4.66,20.00,0.20,1.10,0.00,0.00,0.00,18.65,0.00
K435,Google - US,4.3E+16,europe flight,Broad,Geo Targeted Los Angeles,Europe Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,6.00,18.70,3.12,191.00,0.03,1.97,0.00,0.00,0.00,18.70,0.00
K435,Google - US,4.3E+16,athens ticket,Broad,Google_Yearlong 2006,Google|Athens,athens,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,13.00,18.71,1.44,273.00,0.05,1.38,0.00,0.00,0.00,18.71,0.00
K435,Google - US,4.3E+16,paris airline tickets,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,11.00,18.72,1.70,97.00,0.11,1.25,0.00,0.00,0.00,18.72,0.00
K435,Google - US,4.3E+16,paris tickets,Broad,Geo Targeted Boston,Boston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,18.86,2.69,331.00,0.02,1.43,0.00,0.00,0.00,18.86,0.00
K435,Google - US,4.3E+16,rome airlines,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,14.00,18.87,1.35,1201.00,0.01,2.99,0.00,0.00,0.00,18.87,0.00
K435,Google - US,4.3E+16,rome fare,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,18.95,2.71,60.00,0.12,1.17,0.00,0.00,0.00,18.95,0.00
K435,Google - US,4.3E+16,european flight,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,10.00,18.96,1.90,281.00,0.04,1.33,0.00,0.00,0.00,18.96,0.00
K435,Google - US,4.3E+16,england travel,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,19.03,2.38,375.00,0.02,1.61,0.00,0.00,0.00,19.03,0.00
K435,Google - US,4.3E+16,paris cheap airfare,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,19.11,2.73,22.00,0.32,1.18,0.00,0.00,0.00,19.11,0.00
K435,Google - US,4.3E+16,paris airfare,Broad,Geo Targeted Boston,Boston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,9.00,19.16,2.13,88.00,0.10,2.08,0.00,0.00,0.00,19.16,0.00
K435,Google - US,4.3E+16,overseas flights,Broad,Google_Yearlong 2006,Google|Overseas,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,19.19,2.74,207.00,0.03,2.38,0.00,0.00,0.00,19.19,0.00
K435,Google - US,4.3E+16,paris tickets,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,5.00,19.19,3.84,372.00,0.01,1.57,0.00,0.00,0.00,19.19,0.00
K435,Google - US,4.3E+16,paris airline,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,19.31,2.41,124.00,0.06,1.22,0.00,0.00,0.00,19.31,0.00
K435,Google - US,4.3E+16,greece airfares,Broad,Western Europe Destinations,Greece,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,9.00,19.34,2.15,194.00,0.05,4.42,0.00,0.00,0.00,19.34,0.00
K435,Google - US,4.3E+16,spain fares,Broad,Google_Yearlong 2006,Google|Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,10.00,19.49,1.95,257.00,0.04,2.01,0.00,0.00,0.00,19.49,0.00
K435,Google - US,4.3E+16,hamburg,Broad,Google_Yearlong 2006,Google|Hamburg,hamburg,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,5.00,19.53,3.91,887.00,0.01,1.09,0.00,0.00,0.00,19.53,0.00
K435,Google - US,4.3E+16,madrid travel,Broad,Google_Yearlong 2006,Google|Madrid,madrid,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,4.00,19.58,4.89,755.00,0.01,2.36,0.00,0.00,0.00,19.58,0.00
K435,Google - US,4.3E+16,italy fares,Broad,Google_Yearlong 2006,Google|Italy,uncategorized,Postiion 1-4 Bid Strategy,Unassigned,Paused,6.25,11.00,19.64,1.79,283.00,0.04,1.69,0.00,0.00,0.00,19.64,0.00
K435,Google - US,4.3E+16,paris fare,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,6.00,19.67,3.28,55.00,0.11,1.36,0.00,0.00,0.00,19.67,0.00
K435,Google - US,4.3E+16,fly to milan,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,15.00,19.77,1.32,118.00,0.13,1.92,0.00,0.00,0.00,19.77,0.00
K435,Google - US,4.3E+16,european airline,Broad,Google_Yearlong 2006,Google|Europe,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,9.00,19.94,2.22,639.00,0.01,1.39,0.00,0.00,0.00,19.94,0.00
K435,Google - US,4.3E+16,turkey ticket,Broad,Western Europe Destinations,Turkey,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,10.00,19.96,2.00,141.00,0.07,1.68,0.00,0.00,0.00,19.96,0.00
K435,Google - US,4.3E+16,paris flights,Broad,Geo Targeted DC,DC to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,12.00,19.99,1.67,368.00,0.03,2.88,0.00,0.00,0.00,19.99,0.00
K435,Google - US,4.3E+16,france flight,Broad,Geo Targeted Miami,Miami to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,20.09,2.87,192.00,0.04,2.09,0.00,0.00,0.00,20.09,0.00
K435,Google - US,4.3E+16,france flights,Broad,Geo Targeted Boston,Boston to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,9.00,20.10,2.23,903.00,0.01,1.95,0.00,0.00,0.00,20.10,0.00
K435,Google - US,4.3E+16,spain airfares,Broad,Google_Yearlong 2006,Google|Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,13.00,20.22,1.56,139.00,0.09,2.47,0.00,0.00,0.00,20.22,0.00
K435,Google - US,4.3E+16,international plane tickets,Broad,Google_Yearlong 2006,Google|International General,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,20.22,2.89,103.00,0.07,2.28,0.00,0.00,0.00,20.22,0.00
K435,Google - US,4.3E+16,uk airlines,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,6.00,20.35,3.39,206.00,0.03,1.14,0.00,0.00,0.00,20.35,0.00
K435,Google - US,4.3E+16,france airline,Broad,Geo Targeted Miami,Miami to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,10.00,20.35,2.04,109.00,0.09,1.46,0.00,0.00,0.00,20.35,0.00
K435,Google - US,4.3E+16,france flights,Broad,Geo Targeted Miami,Miami to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,20.51,2.56,651.00,0.01,1.90,0.00,0.00,0.00,20.51,0.00
K435,Google - US,4.3E+16,italy ticket,Broad,Google_Yearlong 2006,Google|Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,13.00,20.57,1.58,532.00,0.02,1.52,0.00,0.00,0.00,20.57,0.00
K435,Google - US,4.3E+16,paris airports,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,11.00,20.65,1.88,230.00,0.05,1.13,0.00,0.00,0.00,20.65,0.00
K435,Google - US,4.3E+16,international flights,Broad,Geo Targeted Los Angeles,International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,6.00,20.71,3.45,697.00,0.01,4.55,0.00,0.00,0.00,20.71,0.00
K435,Google - US,4.3E+16,london fares,Broad,Google_Yearlong 2006,Google|London,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,9.00,20.72,2.30,150.00,0.06,1.96,0.00,0.00,0.00,20.72,0.00
K435,Google - US,4.3E+16,paris airports,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,20.78,2.60,90.00,0.09,1.21,0.00,0.00,0.00,20.78,0.00
K435,Google - US,4.3E+16,rome airfare,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,6.00,20.85,3.48,15.00,0.40,1.07,0.00,0.00,0.00,20.85,0.00
K435,Google - US,4.3E+16,madrid airfare,Broad,Google_Yearlong 2006,Google|Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,9.00,20.87,2.32,520.00,0.02,1.27,0.00,0.00,0.00,20.87,0.00
K435,Google - US,4.3E+16,paris cheap tickets,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,21.03,2.63,107.00,0.07,2.73,0.00,0.00,0.00,21.03,0.00
K435,Google - US,4.3E+16,germany airfare,Broad,Google_Yearlong 2006,Google|Germany,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,14.00,21.06,1.50,526.00,0.03,1.73,0.00,0.00,0.00,21.06,0.00
K435,Google - US,4.3E+16,flight to venice,Broad,Western Europe Destinations,Venice,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,15.00,21.08,1.41,331.00,0.05,5.70,0.00,0.00,0.00,21.08,0.00
K435,Google - US,4.3E+16,france air fare,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,9.00,21.16,2.35,62.00,0.15,1.53,0.00,0.00,0.00,21.16,0.00
K435,Google - US,4.3E+16,overseas travel,Broad,Google_Yearlong 2006,Google|Overseas,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,21.20,3.03,306.00,0.02,2.21,0.00,0.00,0.00,21.20,0.00
K435,Google - US,4.3E+16,rome airfare,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,18.00,21.22,1.18,649.00,0.03,4.66,0.00,0.00,0.00,21.22,0.00
K435,Google - US,4.3E+16,madrid tickets,Broad,Google_Yearlong 2006,Google|Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,7.00,21.25,3.04,761.00,0.01,1.79,0.00,0.00,0.00,21.25,0.00
K435,Google - US,4.3E+16,european airfare,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,10.00,21.48,2.15,88.00,0.11,1.35,0.00,0.00,0.00,21.48,0.00
K435,Google - US,4.3E+16,istanbul flights,Broad,Google_Yearlong 2006,Google|Istanbul,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,8.00,21.49,2.69,253.00,0.03,1.66,0.00,0.00,0.00,21.49,0.00
K435,Google - US,4.3E+16,paris cheap flight,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,10.00,21.60,2.16,104.00,0.10,2.87,0.00,0.00,0.00,21.60,0.00
K435,Google - US,4.3E+16,air france to europe,Broad,Western Europe Destinations,Europe Branded,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,21.00,21.69,1.03,137.00,0.15,1.01,0.00,0.00,0.00,21.69,0.00
K435,Google - US,4.3E+16,barcelona flights,Broad,Geo Targeted DC,DC to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,9.00,21.77,2.42,182.00,0.05,1.71,0.00,0.00,0.00,21.77,0.00
K435,Google - US,4.3E+16,rome ticket,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,4.00,21.83,5.46,50.00,0.08,1.18,0.00,0.00,0.00,21.83,0.00
K435,Google - US,4.3E+16,germany ticket,Broad,Google_Yearlong 2006,Google|Germany,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,22.00,21.84,0.99,599.00,0.04,1.76,0.00,0.00,0.00,21.84,0.00
K435,Google - US,4.3E+16,paris flight,Broad,Geo Targeted Miami,Miami to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,12.00,22.15,1.85,292.00,0.04,3.18,0.00,0.00,0.00,22.15,0.00
